model,input_name,predicted,ground_truth,rag_top1,gt_in_candidates,gt_rank_in_candidates,fallback_used,input_dirty_types,system_failure_type,error_detail_type
gemma4:e2b,밀워키 M12 BID,드릴비트,충전임팩트드라이버,몽키렌치,False,-1,False,브랜드명_혼입,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,바이스 플라이어,플라이어,바이스그립플라이어,바이스그립플라이어,True,1,False,일본어_잔재,LLM_유사공구_오선택,동일계열_공구_혼동
gemma4:e2b,바이스플라이어,플라이어,바이스그립플라이어,바이스그립플라이어,True,1,False,일본어_잔재 | 오탈자_의심,LLM_유사공구_오선택,동일계열_공구_혼동
gemma4:e2b,바이스플라이어,플라이어,바이스그립플라이어,바이스그립플라이어,True,1,False,일본어_잔재 | 오탈자_의심,LLM_유사공구_오선택,동일계열_공구_혼동
gemma4:e2b,보쉬 13RE,렌치,해머드릴,보안경,False,-1,False,브랜드명_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,보쉬멀티기리세트,멀티테스터,드릴비트세트,멀티테스터,False,-1,False,브랜드명_혼입 | 세트_복합 | 일본어_잔재,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,복스세트,공구세트,소켓렌치세트,다이스세트,False,-1,False,세트_복합,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,빠루,빠루망치,쇠지렛대,빠루망치,False,-1,False,일본어_잔재,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,빠루망치,망치,빠루망치,빠루망치,True,1,False,일본어_잔재,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,빠루망치,망치,빠루망치,빠루망치,True,1,False,일본어_잔재,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,손타카,타카,손타카,손타카,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,손타카,타카,손타카,손타카,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,실리콘건,글루건,실리콘건,실리콘건,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,실리콘건,글루건,실리콘건,실리콘건,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,아임삭 콤보드릴,전동드릴,충전드릴,임팩트드릴,True,4,False,브랜드명_혼입,LLM_유사공구_오선택,동력원_분류_오류
gemma4:e2b,워터펌프플라이어,플라이어,워터펌프플라이어,워터펌프플라이어,True,1,False,단순명사형,LLM_유사공구_오선택,동일계열_공구_혼동
gemma4:e2b,전동 무선드릴,전동드릴,충전드릴,전동드릴,True,3,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
gemma4:e2b,전동드릴(무선),전동드릴,충전드릴,전동드릴,True,4,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
gemma4:e2b,전동드릴(보쉬 GSR14.4-2),전동드릴,충전드릴,전동드릴,True,3,False,브랜드명_혼입 | 규격_속성_혼입 | 모델번호_포함,LLM_유사공구_오선택,동력원_분류_오류
gemma4:e2b,전동일자톱,톱,왕복톱(레시프로쏘),전동타카,False,-1,False,동력원_명시,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,전동일자톱,톱,왕복톱(레시프로쏘),전동타카,False,-1,False,동력원_명시,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,전동타카,타카,전동타카,전동타카,True,1,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,전정가위,전정톱,전지가위,전지가위,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,접이식 톱,톱,접톱,접톱,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,조경가위,고지가위,전지가위,철판가위,True,4,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,집톱,톱,접톱,톱,True,2,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,철기리,철판가위,철공용드릴비트,철판가위,True,3,False,일본어_잔재,LLM_후보내_오선택,본체_부속품_혼동
gemma4:e2b,첼라,플라이어,워터펌프플라이어,드라이버,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,첼라,플라이어,워터펌프플라이어,드라이버,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,첼라,플라이어,워터펌프플라이어,드라이버,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,첼라 300,플라이어,워터펌프플라이어,플라이어,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,충전드라이버,충전임팩트드라이버,전동드라이버,충전임팩트드라이버,True,4,True,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
gemma4:e2b,충전함마드릴(디월트),해머드릴,충전해머드릴,충전드릴,True,2,False,브랜드명_혼입 | 동력원_명시 | 일본어_잔재,LLM_유사공구_오선택,동력원_분류_오류
gemma4:e2b,충전해머드릴,해머드릴,충전해머드릴,충전해머드릴,True,1,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
gemma4:e2b,톱(접이식),톱,접톱,접톱,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,함마,해머드릴,망치,연마석,False,-1,False,일본어_잔재,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,함마드릴,임팩트드릴,해머드릴,해머드릴,True,1,False,일본어_잔재,LLM_유사공구_오선택,드릴_드라이버_계열_혼동
gemma4:e2b,헤라 3인치,육각렌치,스크레퍼,앵글그라인더,False,-1,False,규격_속성_혼입,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,헤라 5인치,육각렌치,스크레퍼,앵글그라인더,False,-1,False,규격_속성_혼입,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,보쉬 pushdrive,충전임팩트드라이버,전동드라이버,보안경,False,-1,False,브랜드명_혼입,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,"전동드릴(무선, 보쉬)",전동드릴,충전드릴,전동드릴,True,3,False,브랜드명_혼입 | 동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
gemma4:e4b,(45)에어펌프(자전거 공기주입기),에어펌프,자전거펌프,자전거펌프,True,1,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e4b,12P 3종 기리세트(육각씽크),육각렌치세트,드릴비트세트,육각렌치세트,True,10,False,세트_복합 | 일본어_잔재 | 모델번호_포함,LLM_후보내_오선택,본체_부속품_혼동
gemma4:e4b,13RE,LED투광기,해머드릴,LED투광기,False,-1,True,모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,300mm첼라,플라이어,워터펌프플라이어,플라이어,False,-1,True,모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,BOSCH GSB18V-21,왕복톱(레시프로쏘),충전해머드릴,SDS드릴비트,False,-1,False,브랜드명_혼입 | 규격_속성_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,BOSCH 엑세서리 드릴 세트,공구세트,드릴비트세트,드릴비트세트,True,1,False,브랜드명_혼입 | 세트_복합,LLM_후보내_오선택,본체_부속품_혼동
gemma4:e4b,LED랜턴,LED작업등,LED손전등,LED손전등,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e4b,L렌지세트,볼렌치세트,육각렌치세트,T렌치세트,True,5,False,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e4b,L렌치 세트,렌치,육각렌치세트,T렌치세트,True,5,False,세트_복합,LLM_후보내_오선택,세트_단품_혼동
gemma4:e4b,L렌치세트,렌치,육각렌치세트,T렌치세트,True,7,False,세트_복합,LLM_후보내_오선택,세트_단품_혼동
gemma4:e4b,L렌치세트(9pcs),렌치,육각렌치세트,T렌치세트,True,7,False,규격_속성_혼입 | 세트_복합,LLM_후보내_오선택,세트_단품_혼동
gemma4:e4b,L형 렌치세트,렌치,육각렌치세트,별렌치세트,True,5,False,세트_복합,LLM_후보내_오선택,세트_단품_혼동
gemma4:e4b,L형 렌치세트,렌치,육각렌치세트,별렌치세트,True,5,False,세트_복합,LLM_후보내_오선택,세트_단품_혼동
gemma4:e4b,L형 렌치센트,렌치,육각렌치세트,렌치,True,6,False,단순명사형,LLM_후보내_오선택,세트_단품_혼동
gemma4:e4b,가정용 미니드릴 Set,드릴비트세트,충전드릴,SDS드릴비트,True,6,False,세트_복합,LLM_후보내_오선택,세트_단품_혼동
gemma4:e4b,갓다,손타카,커터,사다리,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,강력절단기,고속절단기,볼트컷터,고속절단기,True,15,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e4b,강력절단기(45cm),커터,볼트컷터,고속절단기,False,-1,False,규격_속성_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,겸용드라이버,드라이버,양용드라이버,양용드라이버,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e4b,고글,안전장갑,보안경,글루건,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,기리세트,공구세트,드릴비트세트,세트,True,9,False,세트_복합 | 일본어_잔재,LLM_후보내_오선택,본체_부속품_혼동
gemma4:e4b,기리세트(10p),비트세트,드릴비트세트,세트,True,8,False,세트_복합 | 일본어_잔재 | 모델번호_포함,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e4b,기리셋트,비트세트,드릴비트세트,옵셋렌치,False,-1,False,세트_복합 | 일본어_잔재,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,나무톱,톱,목공톱,톱,True,3,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e4b,노기스,롱노즈플라이어,버니어캘리퍼스,롱노즈플라이어,False,-1,True,일본어_잔재,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,디월트 DCD709L2,드릴비트,충전드릴,LED작업등,False,-1,False,브랜드명_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,디월트 타카,타카,건타카,타카,True,4,False,브랜드명_혼입,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e4b,랜턴,렌치,LED손전등,렌치,False,-1,True,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,목공용 접톱,접톱,목공용접톱,목공용접톱,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e4b,밀워키 M12 BID,드릴비트,충전임팩트드라이버,몽키렌치,False,-1,False,브랜드명_혼입,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,보쉬멀티기리세트,비트세트,드릴비트세트,멀티테스터,False,-1,False,브랜드명_혼입 | 세트_복합 | 일본어_잔재,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,복스세트,공구세트,소켓렌치세트,다이스세트,False,-1,False,세트_복합,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,빠루,빠루망치,쇠지렛대,빠루망치,False,-1,False,일본어_잔재,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,아임삭 콤보드릴,전동드릴,충전드릴,임팩트드릴,True,4,False,브랜드명_혼입,LLM_유사공구_오선택,동력원_분류_오류
gemma4:e4b,전동드릴(보쉬 GSR14.4-2),전동드릴,충전드릴,전동드릴,True,3,False,브랜드명_혼입 | 규격_속성_혼입 | 모델번호_포함,LLM_유사공구_오선택,동력원_분류_오류
gemma4:e4b,전동일자톱,톱,왕복톱(레시프로쏘),전동타카,False,-1,False,동력원_명시,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,전동일자톱,톱,왕복톱(레시프로쏘),전동타카,False,-1,False,동력원_명시,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,전정가위,전정톱,전지가위,전지가위,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e4b,집톱,톱,접톱,톱,True,2,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e4b,철기리,콘크리트니퍼,철공용드릴비트,철판가위,True,3,False,일본어_잔재,LLM_후보내_오선택,본체_부속품_혼동
gemma4:e4b,철판드릴비트,드릴비트,철공용드릴비트,철공용드릴비트,True,1,False,단순명사형,LLM_유사공구_오선택,드릴_드라이버_계열_혼동
gemma4:e4b,첼라,드라이버,워터펌프플라이어,드라이버,False,-1,True,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,첼라,드라이버,워터펌프플라이어,드라이버,False,-1,True,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,첼라,드라이버,워터펌프플라이어,드라이버,False,-1,True,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,첼라 300,플라이어,워터펌프플라이어,플라이어,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,함마,해머드릴,망치,연마석,False,-1,False,일본어_잔재,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,함마드릴,충전해머드릴,해머드릴,해머드릴,True,1,False,일본어_잔재,LLM_유사공구_오선택,동력원_분류_오류
gemma4:e4b,함석가위,전지가위,철판가위,철판가위,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e4b,헤라 3인치,앵글그라인더,스크레퍼,앵글그라인더,False,-1,True,규격_속성_혼입,RAG_후보_누락,RAG_검색_실패
gemma4:e4b,헤라 5인치,앵글그라인더,스크레퍼,앵글그라인더,False,-1,True,규격_속성_혼입,RAG_후보_누락,RAG_검색_실패
granite4.1:3b,바이스플라이어,플라이어,바이스그립플라이어,바이스그립플라이어,True,1,False,일본어_잔재 | 오탈자_의심,LLM_유사공구_오선택,동일계열_공구_혼동
granite4.1:3b,보쉬 pushdrive,보안경,전동드라이버,보안경,False,-1,True,브랜드명_혼입,RAG_후보_누락,RAG_검색_실패
granite4.1:3b,보쉬 수공구세트,전동공구세트,공구세트,공구세트,True,1,False,브랜드명_혼입 | 세트_복합,LLM_유사공구_오선택,동력원_분류_오류
granite4.1:3b,"전동드릴(무선, 보쉬)",전동드릴,충전드릴,전동드릴,True,3,False,브랜드명_혼입 | 동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
granite4.1:3b,(37)드릴날 세트(콘크리트용),콘크리트용드릴비트,콘크리트드릴비트세트,콘크리트용드릴비트,True,2,True,세트_복합,LLM_후보내_오선택,세트_단품_혼동
granite4.1:3b,(54)미니충전전동드릴,전동드릴,충전드릴,전동드릴,True,2,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
granite4.1:3b,12P 3종 기리세트(육각씽크),육각렌치세트,드릴비트세트,육각렌치세트,True,10,False,세트_복합 | 일본어_잔재 | 모델번호_포함,LLM_후보내_오선택,본체_부속품_혼동
granite4.1:3b,13RE,LED투광기,해머드릴,LED투광기,False,-1,True,모델번호_포함,RAG_후보_누락,RAG_검색_실패
granite4.1:3b,18V 밧데리(디월트),드릴비트세트,배터리팩,PVC컷터,True,5,False,브랜드명_혼입 | 규격_속성_혼입 | 모델번호_포함,LLM_후보내_오선택,세트_단품_혼동
granite4.1:3b,2단 사다리,A형사다리,사다리,사다리,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,2단사다리,A형사다리,사다리,사다리,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,300mm첼라,플라이어,워터펌프플라이어,플라이어,False,-1,True,모델번호_포함,RAG_후보_누락,RAG_검색_실패
granite4.1:3b,30M 작업닐선,목공줄,전선릴,LED작업등,True,2,False,규격_속성_혼입 | 모델번호_포함,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,30m 줄자,목공줄,줄자,줄자,True,1,False,규격_속성_혼입 | 모델번호_포함,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,3단 사다리,A형사다리,사다리,사다리,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,3단 사다리(접이식),A형사다리,사다리,사다리,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,3단사다리,A형사다리,사다리,사다리,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,4구 코드릴,전동드릴,전선릴,충전드릴,True,14,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,4단 사다리,A형사다리,사다리,사다리,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,4단사다리,A형사다리,사다리,사다리,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,5단 사다리,A형사다리,사다리,사다리,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,8인치 펜치,렌치,펜치,펜치,True,1,False,규격_속성_혼입,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,A형 4단 사다리,사다리,A형사다리,A형사다리,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,A형 사다리,사다리,A형사다리,A형사다리,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,A형사다리(1.45M),사다리,A형사다리,A형사다리,True,1,False,규격_속성_혼입 | 모델번호_포함,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,BOSCH GSB18V-21,고속절단기,충전해머드릴,SDS드릴비트,False,-1,False,브랜드명_혼입 | 규격_속성_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
granite4.1:3b,BOSCH 엑세서리 드릴 세트,드라이버세트,드릴비트세트,드릴비트세트,True,1,False,브랜드명_혼입 | 세트_복합,LLM_후보내_오선택,본체_부속품_혼동
granite4.1:3b,F 클램프,클램프미터,F클램프,F클램프,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,LED 투광기,LED작업등,LED투광기,LED투광기,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,LS사다리(3단),A형사다리,사다리,사다리,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,L렌지세트,T렌치세트,육각렌치세트,T렌치세트,True,5,True,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,L렌지셋트,T렌치세트,육각렌치세트,옵셋렌치,True,6,False,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,L렌치 세트,T렌치세트,육각렌치세트,T렌치세트,True,5,True,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,L렌치세트,T렌치세트,육각렌치세트,T렌치세트,True,7,True,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,L렌치세트(9pcs),T렌치세트,육각렌치세트,T렌치세트,True,7,True,규격_속성_혼입 | 세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,L형 렌치세트,별렌치세트,육각렌치세트,별렌치세트,True,5,True,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,L형 렌치세트,별렌치세트,육각렌치세트,별렌치세트,True,5,True,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,L형 렌치센트,렌치,육각렌치세트,렌치,True,6,False,단순명사형,LLM_후보내_오선택,세트_단품_혼동
granite4.1:3b,PVC카타,전동타카,PVC컷터,PVC컷터,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,PVC커타,전동타카,PVC컷터,PVC컷터,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,SB 수평,레이저수평기,수평기,수평기,True,1,False,단순명사형,LLM_유사공구_오선택,동일계열_공구_혼동
granite4.1:3b,T핸드 드라이버,전동드라이버,T핸드드라이버,T핸드드라이버,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,bosch2(무선전동드릴),전동드릴,충전드릴,전동드릴,True,2,False,브랜드명_혼입 | 동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
granite4.1:3b,bosch3(무선전동드릴),전동드릴,충전드릴,전동드릴,True,2,False,브랜드명_혼입 | 동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
granite4.1:3b,pvc파이프커터,커터,PVC컷터,커터,True,4,True,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,usb 충전식 드라이버,충전임팩트드라이버,전동드라이버,충전임팩트드라이버,True,3,True,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
granite4.1:3b,ㄷ형 타카핀,전동타카,타카핀,타카핀,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,가정용 미니드릴 Set,SDS드릴비트,충전드릴,SDS드릴비트,True,6,True,세트_복합,LLM_후보내_오선택,본체_부속품_혼동
granite4.1:3b,갓다,가스토치,커터,사다리,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
granite4.1:3b,강력니퍼,니퍼,강력니퍼,강력니퍼,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,강력절단기,고속절단기,볼트컷터,고속절단기,True,15,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,강력절단기(45cm),고속절단기,볼트컷터,고속절단기,False,-1,False,규격_속성_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
granite4.1:3b,검전드라이버,전동드라이버,검전기,드라이버,True,3,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,겸용해머드릴(GBH5-38X),임팩트드릴,해머드릴,해머드릴,True,1,False,규격_속성_혼입 | 모델번호_포함,LLM_유사공구_오선택,드릴_드라이버_계열_혼동
granite4.1:3b,고글,글루건,보안경,글루건,False,-1,True,단순명사형,RAG_후보_누락,RAG_검색_실패
granite4.1:3b,고무망치,망치,고무망치,고무망치,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,고지가위,전지가위,고지가위,고지가위,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,고지가위(5m),전지가위,고지가위,고지가위,True,1,False,규격_속성_혼입,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,공구세트(대)-139pcs,전동공구세트,공구세트,공구세트,True,1,False,규격_속성_혼입 | 세트_복합 | 모델번호_포함,LLM_유사공구_오선택,동력원_분류_오류
granite4.1:3b,공구셋트SMATO(16),전동공구세트,공구세트,공구세트,True,1,False,세트_복합,LLM_유사공구_오선택,동력원_분류_오류
granite4.1:3b,공구함키트박스(디월트),전동공구세트,공구함,공구함,True,1,False,브랜드명_혼입 | 세트_복합,LLM_유사공구_오선택,동력원_분류_오류
granite4.1:3b,글루스틱,글루건,글루스틱,글루스틱,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,기리세트(10p),기어렌치세트,드릴비트세트,세트,True,8,False,세트_복합 | 일본어_잔재 | 모델번호_포함,LLM_후보내_오선택,본체_부속품_혼동
granite4.1:3b,기리셋트,레이저거리측정기,드릴비트세트,옵셋렌치,False,-1,False,세트_복합 | 일본어_잔재,RAG_후보_누락,RAG_검색_실패
granite4.1:3b,기어렌치세트,별렌치세트,기어렌치세트,기어렌치세트,True,1,False,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,끌세트,드릴비트세트,끌세트,끌세트,True,1,False,세트_복합,LLM_후보내_오선택,본체_부속품_혼동
granite4.1:3b,노기스,롱노즈플라이어,버니어캘리퍼스,롱노즈플라이어,False,-1,True,일본어_잔재,RAG_후보_누락,RAG_검색_실패
granite4.1:3b,다이아타입 플라이어,플라이어,다이아고날플라이어,다이아고날플라이어,True,1,False,단순명사형,LLM_유사공구_오선택,동일계열_공구_혼동
granite4.1:3b,드라이버세트,드라이버,드라이버세트,드라이버세트,True,1,False,세트_복합,LLM_유사공구_오선택,드릴_드라이버_계열_혼동
granite4.1:3b,드릴(무선),전동드릴,충전드릴,전동드릴,True,2,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
granite4.1:3b,디월트 DCD709L2,드릴비트,충전드릴,LED작업등,False,-1,False,브랜드명_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
granite4.1:3b,디월트 공구함세트,전동공구세트,공구함세트,공구함세트,True,1,False,브랜드명_혼입 | 세트_복합,LLM_유사공구_오선택,동력원_분류_오류
granite4.1:3b,디월트 타카,드릴비트,건타카,타카,True,4,False,브랜드명_혼입,LLM_후보내_오선택,본체_부속품_혼동
granite4.1:3b,락킹 플라이어,스냅링플라이어,바이스그립플라이어,플라이어,True,8,False,단순명사형,LLM_유사공구_오선택,동일계열_공구_혼동
granite4.1:3b,랜턴,렌치,LED손전등,렌치,False,-1,True,단순명사형,RAG_후보_누락,RAG_검색_실패
granite4.1:3b,망치/함마/장도리,장도리,망치,장도리,True,2,False,세트_복합 | 일본어_잔재,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,매직렌치,렌치,만능렌치,렌치,True,2,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,몽키 10인치,망치,몽키렌치,몽키렌치,True,1,False,규격_속성_혼입,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,몽키 12인치,렌치,몽키렌치,몽키렌치,True,1,False,규격_속성_혼입,LLM_유사공구_오선택,동일계열_공구_혼동
granite4.1:3b,몽키 8인치,망치,몽키렌치,몽키렌치,True,1,False,규격_속성_혼입,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,몽키렌치,렌치,몽키렌치,몽키렌치,True,1,False,단순명사형,LLM_유사공구_오선택,동일계열_공구_혼동
granite4.1:3b,무선드릴,전동드릴,충전드릴,전동드릴,True,2,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
granite4.1:3b,무선전동드릴,전동드릴,충전드릴,전동드릴,True,2,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
granite4.1:3b,밀워키 M12 BID,전동드릴,충전임팩트드라이버,몽키렌치,False,-1,False,브랜드명_혼입,RAG_후보_누락,RAG_검색_실패
granite4.1:3b,밀워키 래치 렌치세트,별렌치세트,라쳇렌치세트,별렌치세트,True,2,True,브랜드명_혼입 | 세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
granite4.1:3b,바이스 플라이어,플라이어,바이스그립플라이어,바이스그립플라이어,True,1,False,일본어_잔재,LLM_유사공구_오선택,동일계열_공구_혼동
granite4.1:3b,바이스플라이어,플라이어,바이스그립플라이어,바이스그립플라이어,True,1,False,일본어_잔재 | 오탈자_의심,LLM_유사공구_오선택,동일계열_공구_혼동
granite4.1:3b,바이스플라이어,플라이어,바이스그립플라이어,바이스그립플라이어,True,1,False,일본어_잔재 | 오탈자_의심,LLM_유사공구_오선택,동일계열_공구_혼동
granite4.1:3b,바이스플라이어(10인치),플라이어,바이스그립플라이어,바이스그립플라이어,True,1,False,규격_속성_혼입 | 일본어_잔재 | 오탈자_의심,LLM_유사공구_오선택,동일계열_공구_혼동
granite4.1:3b,보쉬 13RE,보안경,해머드릴,보안경,False,-1,True,브랜드명_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
granite4.1:3b,보쉬 수공구세트,전동공구세트,공구세트,공구세트,True,1,False,브랜드명_혼입 | 세트_복합,LLM_유사공구_오선택,동력원_분류_오류
granite4.1:3b,보쉬멀티기리세트,멀티테스터,드릴비트세트,멀티테스터,False,-1,False,브랜드명_혼입 | 세트_복합 | 일본어_잔재,RAG_후보_누락,RAG_검색_실패
